DATE,PW,CAPA,TEMP_MAX,TEMP_MIN,RADIATION
201904010015,1701.0,3157.0,172.0,29.0,28.0
201904010030,1689.0,3157.0,172.0,29.0,28.0
201904010045,1712.0,3157.0,172.0,29.0,28.0
201904010100,1725.0,3157.0,172.0,29.0,28.0
201904010115,1671.0,3157.0,172.0,29.0,28.0
201904010130,1621.0,3157.0,172.0,29.0,28.0
201904010145,1639.0,3157.0,172.0,29.0,28.0
201904010200,1669.0,3157.0,172.0,29.0,28.0
201904010215,1658.0,3157.0,172.0,29.0,28.0
201904010230,1631.0,3157.0,172.0,29.0,28.0
201904010245,1650.0,3157.0,172.0,29.0,28.0
201904010300,1665.0,3157.0,172.0,29.0,28.0
201904010315,1676.0,3157.0,172.0,29.0,28.0
201904010330,1690.0,3157.0,172.0,29.0,28.0
201904010345,1694.0,3157.0,172.0,29.0,28.0
201904010400,1719.0,3157.0,172.0,29.0,28.0
201904010415,1720.0,3157.0,172.0,29.0,28.0
201904010430,1681.0,3157.0,172.0,29.0,28.0
201904010445,1673.0,3157.0,172.0,29.0,28.0
201904010500,1667.0,3157.0,172.0,29.0,28.0
201904010515,1638.0,3157.0,172.0,29.0,28.0
201904010530,1608.0,3157.0,172.0,29.0,28.0
201904010545,1560.0,3157.0,172.0,29.0,28.0
201904010600,1508.0,3157.0,172.0,29.0,28.0
201904010615,1464.0,3157.0,172.0,29.0,28.0
201904010630,1485.0,3157.0,172.0,29.0,28.0
201904010645,1474.0,3157.0,172.0,29.0,28.0
201904010700,1472.0,3157.0,172.0,29.0,28.0
201904010715,1434.0,3157.0,172.0,29.0,28.0
201904010730,1428.0,3157.0,172.0,29.0,28.0
201904010745,1362.0,3157.0,172.0,29.0,28.0
201904010800,1288.0,3157.0,172.0,29.0,28.0
201904010815,1216.0,3157.0,172.0,29.0,28.0
201904010830,1185.0,3157.0,172.0,29.0,28.0
201904010845,1108.0,3157.0,172.0,29.0,28.0
201904010900,1021.0,3157.0,172.0,29.0,28.0
201904010915,956.0,3157.0,172.0,29.0,28.0
201904010930,862.0,3157.0,172.0,29.0,28.0
201904010945,776.0,3157.0,172.0,29.0,28.0
201904011000,695.0,3157.0,172.0,29.0,28.0
201904011015,628.0,3157.0,172.0,29.0,28.0
201904011030,564.0,3157.0,172.0,29.0,28.0
201904011045,533.0,3157.0,172.0,29.0,28.0
201904011100,497.0,3157.0,172.0,29.0,28.0
201904011115,473.0,3157.0,172.0,29.0,28.0
201904011130,436.0,3157.0,172.0,29.0,28.0
201904011145,436.0,3157.0,172.0,29.0,28.0
201904011200,433.0,3157.0,172.0,29.0,28.0
201904011215,438.0,3157.0,172.0,29.0,28.0
201904011230,416.0,3157.0,172.0,29.0,28.0
201904011245,376.0,3157.0,172.0,29.0,28.0
201904011300,354.0,3157.0,172.0,29.0,28.0
201904011315,346.0,3157.0,172.0,29.0,28.0
201904011330,331.0,3157.0,172.0,29.0,28.0
201904011345,326.0,3157.0,172.0,29.0,28.0
201904011400,327.0,3157.0,172.0,29.0,28.0
201904011415,325.0,3157.0,172.0,29.0,28.0
201904011430,308.0,3157.0,172.0,29.0,28.0
201904011445,287.0,3157.0,172.0,29.0,28.0
201904011500,286.0,3157.0,172.0,29.0,28.0
201904011515,294.0,3157.0,172.0,29.0,28.0
201904011530,293.0,3157.0,172.0,29.0,28.0
201904011545,297.0,3157.0,172.0,29.0,28.0
201904011600,298.0,3157.0,172.0,29.0,28.0
201904011615,308.0,3157.0,172.0,29.0,28.0
201904011630,311.0,3157.0,172.0,29.0,28.0
