DATE,PW,CAPA,SOLAR_PW,SOLAR_CAPA,WIND_PW,WIND_CAPA,TEMP_MAX,TEMP_MIN,RADIATION,MA1H,MA1D,MACD,20SD,upper_band,lower_band,EMA,logmomentum,IDX,ABS_3COMP,ANGLE_3COMP,ABS_6COMP,ANGLE_6COMP,ABS_9COMP,ANGLE_9COMP,DWT_A,DWT_D
202101010515,303.0,9459.0,0.0,4788.0,303.0,4671.0,41.0,4.0,20.0,295.25,,25.761847711552633,,,,299.90930194595927,5.71042701737487,0,1484.1346832248112,-0.10893199734462586,1961.3181911369045,-0.05936106851360939,1406.3150330971334,-0.030851444919635707,338.5,-9.500000000000018
202101010530,329.0,9459.0,0.0,4788.0,329.0,4671.0,41.0,4.0,20.0,303.0,,28.86072213354518,,,,319.30310064927113,5.793013608384144,1,1483.4043736476017,-0.10862252458262256,1958.8462296563978,-0.05943638295088345,1402.0468356513952,-0.031179173449029998,338.5,9.500000000000018
202101010545,348.0,9459.0,0.0,4788.0,348.0,4671.0,41.0,4.0,20.0,319.75,,32.476208357835276,,,,338.43436688329354,5.849324779946859,2,1482.6752319219086,-0.10831214921503672,1956.3688722997115,-0.059510910906938726,1397.789244109859,-0.03150731913449193,347.0,-11.999999999999996
202101010600,335.0,9459.0,0.0,4788.0,335.0,4671.0,41.0,4.0,20.0,328.75,,35.24987216813335,,,,336.1447889610897,5.811140992976701,3,1481.9472615896832,-0.10800087217460075,1953.8861472363708,-0.05958464915208308,1393.542336927343,-0.03183586645111497,347.0,11.999999999999996
202101010615,359.0,9459.0,0.0,4788.0,359.0,4671.0,41.0,4.0,20.0,342.75,,38.715326097626985,,,,351.3815963203812,5.8805329864007,4,1481.2204661881556,-0.10768869440551854,1951.398082713387,-0.05965759444251818,1389.3061921531132,-0.03216479965873514,370.00000000000006,-1.0000000000000082
202101010630,369.0,9459.0,0.0,4788.0,369.0,4671.0,41.0,4.0,20.0,352.75,,42.26883421992696,,,,363.127198773465,5.908082938168931,5,1480.4948492497904,-0.10737561686349323,1948.9047070548684,-0.05972974352027364,1385.080887428878,-0.03249410280057222,370.00000000000006,1.0000000000000082
202101010645,371.0,9459.0,0.0,4788.0,371.0,4671.0,41.0,4.0,20.0,358.5,,45.61338931507356,,,,368.375732924489,5.91350300563827,6,1479.770414302248,-0.10706164051575484,1946.4060486616443,-0.05980109311314087,1380.8664999868101,-0.03282375970189076,354.00000000000006,12.000000000000018
202101010700,366.0,9459.0,0.0,4788.0,366.0,4671.0,41.0,4.0,20.0,366.25,,48.5305138834178,,,,366.79191097482965,5.8998973535824915,7,1479.0471648683429,-0.10674676634108769,1943.9021360108743,-0.059871639934607215,1376.6631066475766,-0.033153753968681324,354.00000000000006,-12.000000000000018
202101010715,342.0,9459.0,0.0,4788.0,342.0,4671.0,41.0,4.0,20.0,362.0,,50.43568912313671,,,,350.26397032494293,5.831882477283517,8,1478.3251044660017,-0.10643099532985778,1941.3929976556642,-0.05994138068378979,1372.4707838183897,-0.033484068986363656,317.00000000000006,8.999999999999993
202101010730,326.0,9459.0,0.0,4788.0,326.0,4671.0,41.0,4.0,20.0,351.25,,51.689819281012916,,,,334.0879901083142,5.783825182329737,9,1477.604236608221,-0.10611432848403976,1938.8786622246776,-0.060010312045370114,1368.2896074910764,-0.03381468791851242,317.00000000000006,-8.999999999999993
202101010745,308.0,9459.0,0.0,4788.0,308.0,4671.0,41.0,4.0,20.0,335.5,,52.29654534671823,,,,316.69599670277137,5.726847747587197,10,1476.884564803027,-0.10579676681724387,1936.3591584217486,-0.06007843068952768,1364.1196532401639,-0.03414559370560574,292.00000000000006,8.000000000000005
202101010800,300.0,9459.0,0.0,4788.0,300.0,4671.0,41.0,4.0,20.0,319.0,,52.618285378267984,,,,305.56533223425714,5.700443573390687,11,1476.166092553433,-0.10547831135474252,1933.8345150254956,-0.06014573327187445,1359.9609962209877,-0.03447676906379849,292.00000000000006,-8.000000000000005
202101010815,284.0,9459.0,0.0,4788.0,284.0,4671.0,41.0,4.0,20.0,304.5,,52.45043919186233,,,,291.18844407808575,5.645446897643238,12,1475.4488233573982,-0.10515896313349689,1931.3047608889256,-0.060212216433389344,1355.813711167806,-0.03480819648372086,286.00000000000006,-6.000000000000009
202101010830,280.0,9459.0,0.0,4788.0,280.0,4671.0,41.0,4.0,20.0,293.0,,52.17524710431442,,,,283.7294813593619,5.631211781821365,13,1474.732760707786,-0.10483872320218299,1928.769924939049,-0.06027787680035182,1351.677872391949,-0.035139858229302545,286.00000000000006,6.000000000000009
202101010845,292.0,9459.0,9.0,4788.0,283.0,4671.0,41.0,4.0,20.0,289.0,,52.2381034339634,,,,289.24316045312065,5.673323267171493,14,1474.0179080923206,-0.10451759262121799,1926.2300361764867,-0.06034271098427709,1347.5535537799724,-0.03547173633662521,338.00000000000006,-27.000000000000018
