DATE,PW,CAPA,TEMP_MAX,TEMP_MIN,RADIATION
202010010015,0.0,4037.0,151.0,139.0,88.0
202010010030,0.0,4037.0,151.0,139.0,88.0
202010010045,0.0,4037.0,151.0,139.0,88.0
202010010100,0.0,4037.0,151.0,139.0,88.0
202010010115,0.0,4037.0,151.0,139.0,88.0
202010010130,0.0,4037.0,151.0,139.0,88.0
202010010145,0.0,4037.0,151.0,139.0,88.0
202010010200,0.0,4037.0,151.0,139.0,88.0
202010010215,0.0,4037.0,151.0,139.0,88.0
202010010230,0.0,4037.0,151.0,139.0,88.0
202010010245,0.0,4037.0,151.0,139.0,88.0
202010010300,0.0,4037.0,151.0,139.0,88.0
202010010315,0.0,4037.0,151.0,139.0,88.0
202010010330,0.0,4037.0,151.0,139.0,88.0
202010010345,0.0,4037.0,151.0,139.0,88.0
202010010400,0.0,4037.0,151.0,139.0,88.0
202010010415,0.0,4037.0,151.0,139.0,88.0
202010010430,0.0,4037.0,151.0,139.0,88.0
202010010445,0.0,4037.0,151.0,139.0,88.0
202010010500,0.0,4037.0,151.0,139.0,88.0
202010010515,0.0,4037.0,151.0,139.0,88.0
202010010530,0.0,4037.0,151.0,139.0,88.0
202010010545,0.0,4037.0,151.0,139.0,88.0
202010010600,0.0,4037.0,151.0,139.0,88.0
202010010615,0.0,4037.0,151.0,139.0,88.0
202010010630,0.0,4037.0,151.0,139.0,88.0
202010010645,0.0,4037.0,151.0,139.0,88.0
202010010700,0.0,4037.0,151.0,139.0,88.0
202010010715,0.0,4037.0,151.0,139.0,88.0
202010010730,0.0,4037.0,151.0,139.0,88.0
202010010745,1.0,4037.0,151.0,139.0,88.0
202010010800,6.0,4037.0,151.0,139.0,88.0
202010010815,17.0,4037.0,151.0,139.0,88.0
202010010830,37.0,4037.0,151.0,139.0,88.0
202010010845,54.0,4037.0,151.0,139.0,88.0
202010010900,71.0,4037.0,151.0,139.0,88.0
202010010915,94.0,4037.0,151.0,139.0,88.0
202010010930,124.0,4037.0,151.0,139.0,88.0
202010010945,142.0,4037.0,151.0,139.0,88.0
202010011000,165.0,4037.0,151.0,139.0,88.0
202010011015,193.0,4037.0,151.0,139.0,88.0
202010011030,194.0,4037.0,151.0,139.0,88.0
202010011045,187.0,4037.0,151.0,139.0,88.0
202010011100,196.0,4037.0,151.0,139.0,88.0
202010011115,205.0,4037.0,151.0,139.0,88.0
202010011130,245.0,4037.0,151.0,139.0,88.0
202010011145,259.0,4037.0,151.0,139.0,88.0
202010011200,277.0,4037.0,151.0,139.0,88.0
202010011215,269.0,4037.0,151.0,139.0,88.0
202010011230,298.0,4037.0,151.0,139.0,88.0
202010011245,312.0,4037.0,151.0,139.0,88.0
202010011300,293.0,4037.0,151.0,139.0,88.0
202010011315,294.0,4037.0,151.0,139.0,88.0
202010011330,324.0,4037.0,151.0,139.0,88.0
202010011345,354.0,4037.0,151.0,139.0,88.0
202010011400,393.0,4037.0,151.0,139.0,88.0
202010011415,418.0,4037.0,151.0,139.0,88.0
202010011430,463.0,4037.0,151.0,139.0,88.0
202010011445,492.0,4037.0,151.0,139.0,88.0
202010011500,475.0,4037.0,151.0,139.0,88.0
202010011515,547.0,4037.0,151.0,139.0,88.0
202010011530,735.0,4037.0,151.0,139.0,88.0
202010011545,795.0,4037.0,151.0,139.0,88.0
202010011600,941.0,4037.0,151.0,139.0,88.0
202010011615,992.0,4037.0,151.0,139.0,88.0
202010011630,1045.0,4037.0,151.0,139.0,88.0
202010011645,934.0,4037.0,151.0,139.0,88.0
202010011700,775.0,4037.0,151.0,139.0,88.0
202010011715,650.0,4037.0,151.0,139.0,88.0
202010011730,557.0,4037.0,151.0,139.0,88.0
202010011745,444.0,4037.0,151.0,139.0,88.0
202010011800,317.0,4037.0,151.0,139.0,88.0
202010011815,221.0,4037.0,151.0,139.0,88.0
202010011830,133.0,4037.0,151.0,139.0,88.0
202010011845,61.0,4037.0,151.0,139.0,88.0
202010011900,12.0,4037.0,151.0,139.0,88.0
202010011915,0.0,4037.0,151.0,139.0,88.0
202010011930,0.0,4037.0,151.0,139.0,88.0
202010011945,0.0,4037.0,151.0,139.0,88.0
202010012000,0.0,4037.0,151.0,139.0,88.0
202010012015,0.0,4037.0,151.0,139.0,88.0
202010012030,0.0,4037.0,151.0,139.0,88.0
202010012045,0.0,4037.0,151.0,139.0,88.0
202010012100,0.0,4037.0,151.0,139.0,88.0
202010012115,0.0,4037.0,151.0,139.0,88.0
202010012130,0.0,4037.0,151.0,139.0,88.0
202010012145,0.0,4037.0,151.0,139.0,88.0
202010012200,0.0,4037.0,151.0,139.0,88.0
202010012215,0.0,4037.0,151.0,139.0,88.0
202010012230,0.0,4037.0,151.0,139.0,88.0
202010012245,0.0,4037.0,151.0,139.0,88.0
202010012300,0.0,4037.0,151.0,139.0,88.0
202010012315,0.0,4037.0,151.0,139.0,88.0
202010012330,0.0,4037.0,151.0,139.0,88.0
202010012345,0.0,4037.0,151.0,139.0,88.0
202010020000,0.0,4037.0,149.0,89.0,52.0
202010020015,0.0,4037.0,149.0,89.0,52.0
202010020030,0.0,4037.0,149.0,89.0,52.0
202010020045,0.0,4037.0,149.0,89.0,52.0
202010020100,0.0,4037.0,149.0,89.0,52.0
202010020115,0.0,4037.0,149.0,89.0,52.0
202010020130,0.0,4037.0,149.0,89.0,52.0
202010020145,0.0,4037.0,149.0,89.0,52.0
202010020200,0.0,4037.0,149.0,89.0,52.0
202010020215,0.0,4037.0,149.0,89.0,52.0
202010020230,0.0,4037.0,149.0,89.0,52.0
202010020245,0.0,4037.0,149.0,89.0,52.0
202010020300,0.0,4037.0,149.0,89.0,52.0
202010020315,0.0,4037.0,149.0,89.0,52.0
