DATE,PW,CAPA,TEMP_MAX,TEMP_MIN,RADIATION
202004010015,0.0,4037.0,107.0,-11.0,205.0
202004010030,0.0,4037.0,107.0,-11.0,205.0
202004010045,0.0,4037.0,107.0,-11.0,205.0
202004010100,0.0,4037.0,107.0,-11.0,205.0
202004010115,0.0,4037.0,107.0,-11.0,205.0
202004010130,0.0,4037.0,107.0,-11.0,205.0
202004010145,0.0,4037.0,107.0,-11.0,205.0
202004010200,0.0,4037.0,107.0,-11.0,205.0
202004010215,0.0,4037.0,107.0,-11.0,205.0
202004010230,0.0,4037.0,107.0,-11.0,205.0
202004010245,0.0,4037.0,107.0,-11.0,205.0
202004010300,0.0,4037.0,107.0,-11.0,205.0
202004010315,0.0,4037.0,107.0,-11.0,205.0
202004010330,0.0,4037.0,107.0,-11.0,205.0
202004010345,0.0,4037.0,107.0,-11.0,205.0
202004010400,0.0,4037.0,107.0,-11.0,205.0
202004010415,0.0,4037.0,107.0,-11.0,205.0
202004010430,0.0,4037.0,107.0,-11.0,205.0
202004010445,0.0,4037.0,107.0,-11.0,205.0
202004010500,0.0,4037.0,107.0,-11.0,205.0
202004010515,0.0,4037.0,107.0,-11.0,205.0
202004010530,0.0,4037.0,107.0,-11.0,205.0
202004010545,0.0,4037.0,107.0,-11.0,205.0
202004010600,0.0,4037.0,107.0,-11.0,205.0
202004010615,0.0,4037.0,107.0,-11.0,205.0
202004010630,0.0,4037.0,107.0,-11.0,205.0
202004010645,0.0,4037.0,107.0,-11.0,205.0
202004010700,0.0,4037.0,107.0,-11.0,205.0
202004010715,0.0,4037.0,107.0,-11.0,205.0
202004010730,51.0,4037.0,107.0,-11.0,205.0
202004010745,128.0,4037.0,107.0,-11.0,205.0
202004010800,247.0,4037.0,107.0,-11.0,205.0
202004010815,398.0,4037.0,107.0,-11.0,205.0
202004010830,569.0,4037.0,107.0,-11.0,205.0
202004010845,749.0,4037.0,107.0,-11.0,205.0
202004010900,922.0,4037.0,107.0,-11.0,205.0
202004010915,1124.0,4037.0,107.0,-11.0,205.0
202004010930,1318.0,4037.0,107.0,-11.0,205.0
202004010945,1516.0,4037.0,107.0,-11.0,205.0
202004011000,1705.0,4037.0,107.0,-11.0,205.0
202004011015,1879.0,4037.0,107.0,-11.0,205.0
202004011030,2026.0,4037.0,107.0,-11.0,205.0
202004011045,2166.0,4037.0,107.0,-11.0,205.0
202004011100,2305.0,4037.0,107.0,-11.0,205.0
202004011115,2427.0,4037.0,107.0,-11.0,205.0
202004011130,2561.0,4037.0,107.0,-11.0,205.0
202004011145,2647.0,4037.0,107.0,-11.0,205.0
202004011200,2741.0,4037.0,107.0,-11.0,205.0
202004011215,2806.0,4037.0,107.0,-11.0,205.0
202004011230,2861.0,4037.0,107.0,-11.0,205.0
202004011245,2902.0,4037.0,107.0,-11.0,205.0
202004011300,2922.0,4037.0,107.0,-11.0,205.0
202004011315,2964.0,4037.0,107.0,-11.0,205.0
202004011330,2968.0,4037.0,107.0,-11.0,205.0
202004011345,2945.0,4037.0,107.0,-11.0,205.0
202004011400,2939.0,4037.0,107.0,-11.0,205.0
202004011415,2913.0,4037.0,107.0,-11.0,205.0
202004011430,2872.0,4037.0,107.0,-11.0,205.0
202004011445,2820.0,4037.0,107.0,-11.0,205.0
202004011500,2784.0,4037.0,107.0,-11.0,205.0
202004011515,2714.0,4037.0,107.0,-11.0,205.0
202004011530,2603.0,4037.0,107.0,-11.0,205.0
202004011545,2499.0,4037.0,107.0,-11.0,205.0
202004011600,2382.0,4037.0,107.0,-11.0,205.0
202004011615,2258.0,4037.0,107.0,-11.0,205.0
202004011630,2111.0,4037.0,107.0,-11.0,205.0
202004011645,1958.0,4037.0,107.0,-11.0,205.0
202004011700,1799.0,4037.0,107.0,-11.0,205.0
202004011715,1633.0,4037.0,107.0,-11.0,205.0
202004011730,1447.0,4037.0,107.0,-11.0,205.0
202004011745,1255.0,4037.0,107.0,-11.0,205.0
202004011800,1050.0,4037.0,107.0,-11.0,205.0
202004011815,856.0,4037.0,107.0,-11.0,205.0
202004011830,662.0,4037.0,107.0,-11.0,205.0
202004011845,485.0,4037.0,107.0,-11.0,205.0
202004011900,331.0,4037.0,107.0,-11.0,205.0
202004011915,200.0,4037.0,107.0,-11.0,205.0
202004011930,110.0,4037.0,107.0,-11.0,205.0
202004011945,49.0,4037.0,107.0,-11.0,205.0
202004012000,13.0,4037.0,107.0,-11.0,205.0
202004012015,0.0,4037.0,107.0,-11.0,205.0
202004012030,0.0,4037.0,107.0,-11.0,205.0
202004012045,0.0,4037.0,107.0,-11.0,205.0
202004012100,0.0,4037.0,107.0,-11.0,205.0
202004012115,0.0,4037.0,107.0,-11.0,205.0
202004012130,0.0,4037.0,107.0,-11.0,205.0
202004012145,0.0,4037.0,107.0,-11.0,205.0
202004012200,0.0,4037.0,107.0,-11.0,205.0
202004012215,0.0,4037.0,107.0,-11.0,205.0
202004012230,0.0,4037.0,107.0,-11.0,205.0
202004012245,0.0,4037.0,107.0,-11.0,205.0
202004012300,0.0,4037.0,107.0,-11.0,205.0
202004012315,0.0,4037.0,107.0,-11.0,205.0
202004012330,0.0,4037.0,107.0,-11.0,205.0
202004012345,0.0,4037.0,107.0,-11.0,205.0
202004020000,0.0,4037.0,96.0,-13.0,50.0
202004020015,0.0,4037.0,96.0,-13.0,50.0
202004020030,0.0,4037.0,96.0,-13.0,50.0
202004020045,0.0,4037.0,96.0,-13.0,50.0
202004020100,0.0,4037.0,96.0,-13.0,50.0
202004020115,0.0,4037.0,96.0,-13.0,50.0
202004020130,0.0,4037.0,96.0,-13.0,50.0
202004020145,0.0,4037.0,96.0,-13.0,50.0
202004020200,0.0,4037.0,96.0,-13.0,50.0
202004020215,0.0,4037.0,96.0,-13.0,50.0
202004020230,0.0,4037.0,96.0,-13.0,50.0
202004020245,0.0,4037.0,96.0,-13.0,50.0
202004020300,0.0,4037.0,96.0,-13.0,50.0
202004020315,0.0,4037.0,96.0,-13.0,50.0
202004020330,0.0,4037.0,96.0,-13.0,50.0
