DATE,PW,CAPA,TEMP_MAX,TEMP_MIN,RADIATION
202101010015,231.0,4671.0,41.0,4.0,20.0
202101010030,225.0,4671.0,41.0,4.0,20.0
202101010045,230.0,4671.0,41.0,4.0,20.0
202101010100,242.0,4671.0,41.0,4.0,20.0
202101010115,247.0,4671.0,41.0,4.0,20.0
202101010130,244.0,4671.0,41.0,4.0,20.0
202101010145,235.0,4671.0,41.0,4.0,20.0
202101010200,241.0,4671.0,41.0,4.0,20.0
202101010215,248.0,4671.0,41.0,4.0,20.0
202101010230,239.0,4671.0,41.0,4.0,20.0
202101010245,234.0,4671.0,41.0,4.0,20.0
202101010300,249.0,4671.0,41.0,4.0,20.0
202101010315,281.0,4671.0,41.0,4.0,20.0
202101010330,300.0,4671.0,41.0,4.0,20.0
202101010345,263.0,4671.0,41.0,4.0,20.0
202101010400,248.0,4671.0,41.0,4.0,20.0
202101010415,272.0,4671.0,41.0,4.0,20.0
202101010430,298.0,4671.0,41.0,4.0,20.0
202101010445,281.0,4671.0,41.0,4.0,20.0
202101010500,299.0,4671.0,41.0,4.0,20.0
202101010515,303.0,4671.0,41.0,4.0,20.0
202101010530,329.0,4671.0,41.0,4.0,20.0
202101010545,348.0,4671.0,41.0,4.0,20.0
202101010600,335.0,4671.0,41.0,4.0,20.0
202101010615,359.0,4671.0,41.0,4.0,20.0
202101010630,369.0,4671.0,41.0,4.0,20.0
202101010645,371.0,4671.0,41.0,4.0,20.0
202101010700,366.0,4671.0,41.0,4.0,20.0
202101010715,342.0,4671.0,41.0,4.0,20.0
202101010730,326.0,4671.0,41.0,4.0,20.0
202101010745,308.0,4671.0,41.0,4.0,20.0
202101010800,300.0,4671.0,41.0,4.0,20.0
202101010815,284.0,4671.0,41.0,4.0,20.0
202101010830,280.0,4671.0,41.0,4.0,20.0
202101010845,283.0,4671.0,41.0,4.0,20.0
202101010900,271.0,4671.0,41.0,4.0,20.0
202101010915,283.0,4671.0,41.0,4.0,20.0
202101010930,303.0,4671.0,41.0,4.0,20.0
202101010945,327.0,4671.0,41.0,4.0,20.0
202101011000,348.0,4671.0,41.0,4.0,20.0
202101011015,348.0,4671.0,41.0,4.0,20.0
202101011030,345.0,4671.0,41.0,4.0,20.0
202101011045,330.0,4671.0,41.0,4.0,20.0
202101011100,341.0,4671.0,41.0,4.0,20.0
202101011115,361.0,4671.0,41.0,4.0,20.0
202101011130,399.0,4671.0,41.0,4.0,20.0
202101011145,428.0,4671.0,41.0,4.0,20.0
202101011200,455.0,4671.0,41.0,4.0,20.0
202101011215,449.0,4671.0,41.0,4.0,20.0
202101011230,426.0,4671.0,41.0,4.0,20.0
202101011245,413.0,4671.0,41.0,4.0,20.0
202101011300,400.0,4671.0,41.0,4.0,20.0
202101011315,416.0,4671.0,41.0,4.0,20.0
202101011330,435.0,4671.0,41.0,4.0,20.0
202101011345,451.0,4671.0,41.0,4.0,20.0
202101011400,450.0,4671.0,41.0,4.0,20.0
202101011415,429.0,4671.0,41.0,4.0,20.0
202101011430,418.0,4671.0,41.0,4.0,20.0
202101011445,454.0,4671.0,41.0,4.0,20.0
202101011500,485.0,4671.0,41.0,4.0,20.0
202101011515,515.0,4671.0,41.0,4.0,20.0
202101011530,523.0,4671.0,41.0,4.0,20.0
202101011545,507.0,4671.0,41.0,4.0,20.0
202101011600,488.0,4671.0,41.0,4.0,20.0
202101011615,486.0,4671.0,41.0,4.0,20.0
202101011630,485.0,4671.0,41.0,4.0,20.0
202101011645,492.0,4671.0,41.0,4.0,20.0
202101011700,490.0,4671.0,41.0,4.0,20.0
